pair_id,rep,strategy,final_rate,peak_rate,cumulative_rate,retention_rate,steps_to_fixed_point,converged,n_adopted,n_not_able,n_not_willing,n_not_ready,n_relapsed,seeded_teams,team_rates
28,28,cluster,0.085193,0.085193,0.085193,1.0,4,True,84,0,125,777,0,"[0, 28]","[0.9796, 0.0484, 0.0, 0.1379, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0455, 0.0667, 0.0769, 0.0, 0.0467, 0.0, 0.0, 0.0556, 0.0714, 0.102, 0.0, 0.0]"
29,29,random,0.081136,0.081136,0.081136,1.0,3,True,80,0,140,766,0,"[0, 1, 2, 3, 5, 6, 11, 14, 15, 16, 17, 18, 19, 26, 28, 31, 34, 36, 38, 39, 40, 41]","[0.1429, 0.1129, 0.0513, 0.1379, 0.0, 0.1154, 0.1209, 0.0, 0.0, 0.0, 0.0, 0.1034, 0.0, 0.0, 0.0893, 0.12, 0.0741, 0.3333, 0.3333, 0.1111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1111, 1.0, 0.0833, 0.0, 0.0, 0.0667, 0.0, 0.0, 0.1121, 0.0, 0.5, 0.0, 0.0714, 0.0816, 0.0526, 0.129]"
29,29,champions,0.837728,0.837728,0.837728,1.0,7,True,826,0,143,17,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8571, 0.7903, 0.8974, 0.8966, 1.0, 0.8846, 0.8571, 0.7963, 0.9167, 0.7059, 1.0, 0.931, 0.7, 0.7692, 0.8214, 0.84, 0.7778, 1.0, 0.8333, 0.8889, 0.9, 0.75, 0.6, 0.9167, 0.0, 1.0, 0.8889, 1.0, 0.8333, 0.8462, 0.9545, 0.6, 0.6923, 0.6667, 0.8879, 1.0, 1.0, 0.8333, 0.7857, 0.8367, 0.8947, 0.8065]"
29,29,cluster,0.836714,0.836714,0.836714,1.0,15,True,825,0,141,20,0,"[18, 19, 28, 34]","[0.8571, 0.7903, 0.8974, 0.8966, 1.0, 0.8846, 0.8571, 0.7778, 0.9167, 0.7059, 1.0, 0.931, 0.7, 0.7692, 0.7679, 0.8, 0.7778, 1.0, 1.0, 1.0, 0.9, 0.625, 0.6, 0.9167, 0.0, 1.0, 0.8889, 1.0, 1.0, 0.8462, 0.8636, 0.6, 0.6923, 0.6667, 0.9159, 1.0, 1.0, 0.8333, 0.7857, 0.8367, 0.8947, 0.8065]"
30,30,random,0.850913,0.850913,0.850913,1.0,19,True,839,0,139,8,0,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 14, 15, 16, 19, 20, 21, 25, 28, 32, 34, 35, 37, 38, 39, 41]","[0.8571, 0.8871, 0.9744, 0.7931, 1.0, 0.8846, 0.8571, 0.8704, 0.8333, 0.8824, 1.0, 0.8276, 0.6, 0.8462, 0.9286, 0.8, 0.8519, 0.6667, 0.8333, 0.7778, 1.0, 1.0, 0.8, 0.75, 0.75, 0.875, 1.0, 1.0, 0.9167, 0.5385, 0.9545, 0.9333, 0.8462, 1.0, 0.8131, 1.0, 1.0, 0.8889, 0.75, 0.8571, 0.7368, 0.7419]"
30,30,champions,0.8357,0.8357,0.8357,1.0,8,True,824,0,150,12,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8571, 0.871, 0.9487, 0.7931, 1.0, 0.9231, 0.8352, 0.8333, 0.75, 0.8529, 1.0, 0.8276, 0.6, 0.8462, 0.8929, 0.76, 0.8519, 0.6667, 0.8333, 0.7778, 1.0, 0.75, 0.8, 0.75, 0.75, 0.875, 1.0, 1.0, 1.0, 0.6154, 0.9545, 0.9333, 0.8462, 1.0, 0.8131, 1.0, 1.0, 0.8333, 0.75, 0.8367, 0.7368, 0.6774]"
30,30,cluster,0.845842,0.845842,0.845842,1.0,22,True,834,0,141,11,0,"[10, 34, 40]","[0.8571, 0.871, 0.9487, 0.7931, 1.0, 0.8846, 0.8462, 0.8333, 0.75, 0.8529, 1.0, 0.8276, 0.6, 0.8462, 0.8929, 0.76, 0.8519, 0.6667, 0.8333, 0.7778, 1.0, 0.75, 0.8, 0.75, 0.75, 0.875, 1.0, 1.0, 0.9167, 0.5385, 0.9545, 0.9333, 0.8462, 1.0, 0.8785, 1.0, 1.0, 0.8333, 0.75, 0.8367, 1.0, 0.6774]"
31,31,random,0.083164,0.083164,0.083164,1.0,3,True,82,0,136,768,0,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 21, 26, 29, 30, 31, 32, 34, 37, 39, 41]","[0.1429, 0.0484, 0.0769, 0.1034, 0.0, 0.0769, 0.0879, 0.0185, 0.125, 0.0588, 0.0, 0.069, 0.0, 0.2308, 0.1071, 0.16, 0.1111, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.25, 0.0, 0.1111, 0.0, 0.0, 0.0769, 0.0455, 0.0667, 0.3077, 0.0, 0.0935, 0.0, 0.0, 0.0556, 0.1071, 0.0816, 0.1053, 0.0645]"
31,31,champions,0.850913,0.850913,0.850913,1.0,7,True,839,0,135,12,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8571, 0.7258, 0.9231, 0.8276, 1.0, 0.8462, 0.8352, 0.9074, 0.9167, 0.8235, 1.0, 0.8621, 0.7, 0.9231, 0.75, 0.88, 0.8519, 1.0, 0.8333, 0.8889, 0.9, 0.875, 0.8, 0.9167, 1.0, 0.75, 0.6667, 0.0, 0.9167, 0.7692, 0.8182, 0.9333, 1.0, 0.6667, 0.8598, 0.75, 1.0, 0.8889, 0.8929, 0.8367, 0.9474, 0.9355]"
31,31,cluster,0.116633,0.116633,0.116633,1.0,9,True,115,0,132,739,0,[14],"[0.0204, 0.0323, 0.0, 0.0, 0.0, 0.0, 0.011, 0.0185, 0.0417, 0.0294, 0.0, 0.0345, 0.0, 0.8462, 0.9643, 0.76, 0.0, 0.0, 0.3333, 0.0, 0.0, 0.875, 0.0, 0.0, 0.0, 0.0, 0.6667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0769, 0.0, 0.0187, 0.0, 0.0, 0.0, 0.1071, 0.0, 0.1053, 0.0]"
32,32,random,0.841785,0.841785,0.841785,1.0,18,True,830,0,148,8,0,"[0, 1, 2, 3, 6, 7, 9, 14, 16, 19, 21, 23, 30, 31, 34, 35, 37, 38, 39, 41]","[0.8776, 0.8065, 0.8462, 0.8621, 0.6667, 0.9615, 0.8352, 0.8519, 0.8333, 0.7941, 1.0, 0.6897, 0.8, 0.6923, 0.9107, 0.84, 0.8148, 1.0, 0.8333, 0.7778, 1.0, 0.875, 0.6, 0.8333, 0.0, 0.75, 0.8889, 1.0, 0.75, 0.9231, 0.8182, 0.9333, 0.8462, 0.6667, 0.8692, 0.75, 1.0, 0.8889, 0.7143, 0.8776, 0.9474, 0.871]"
32,32,champions,0.838742,0.838742,0.838742,1.0,8,True,827,0,153,6,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8571, 0.7903, 0.8718, 0.7586, 0.6667, 0.9615, 0.8132, 0.8333, 0.8333, 0.7647, 1.0, 0.6897, 0.8, 0.6923, 0.9107, 0.84, 0.8148, 1.0, 0.8333, 0.8889, 1.0, 0.875, 0.6, 0.8333, 0.0, 0.75, 0.8889, 1.0, 0.8333, 0.9231, 0.9545, 0.8667, 0.8462, 0.6667, 0.8505, 0.75, 1.0, 0.8889, 0.7143, 0.9388, 0.9474, 0.871]"
32,32,cluster,0.149087,0.149087,0.149087,1.0,8,True,147,0,155,684,0,"[14, 25, 35]","[0.0, 0.0645, 0.0513, 0.0, 0.0, 0.0, 0.0, 0.0185, 0.0417, 0.0294, 0.0, 0.0345, 0.0, 0.4615, 0.9464, 0.68, 0.0, 0.0, 0.1667, 0.0, 0.2, 0.875, 0.0, 0.0, 0.0, 1.0, 0.7778, 1.0, 0.0, 0.3846, 0.0909, 0.0667, 0.0769, 0.0, 0.0841, 1.0, 0.0, 0.1111, 0.1071, 0.0408, 0.0, 0.1935]"
33,33,random,0.09432,0.09432,0.09432,1.0,5,True,93,0,142,751,0,"[0, 1, 2, 5, 6, 7, 9, 10, 14, 15, 16, 17, 20, 23, 24, 30, 31, 34, 37, 38, 39, 40, 41]","[0.102, 0.2258, 0.0256, 0.0345, 0.0, 0.1154, 0.0549, 0.2778, 0.0, 0.0882, 1.0, 0.0, 0.0, 0.0, 0.0179, 0.08, 0.1481, 0.1667, 0.0, 0.0, 0.1, 0.0, 0.2, 0.1667, 0.25, 0.0, 0.0, 0.0, 0.0, 0.1538, 0.0455, 0.0667, 0.0, 0.0, 0.0748, 0.0, 1.0, 0.2222, 0.1429, 0.0612, 0.2105, 0.0968]"
33,33,champions,0.836714,0.836714,0.836714,1.0,7,True,825,0,140,21,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.7959, 0.8065, 0.8462, 0.8276, 1.0, 0.9231, 0.8681, 0.8148, 0.7917, 0.7941, 1.0, 0.7931, 0.9, 0.7692, 0.875, 0.84, 0.8148, 0.6667, 1.0, 0.8889, 1.0, 0.5, 1.0, 0.8333, 0.5, 1.0, 1.0, 1.0, 0.9167, 0.6154, 1.0, 0.9333, 0.8462, 1.0, 0.8318, 0.75, 1.0, 0.7778, 0.8571, 0.7347, 0.8421, 0.9032]"
33,33,cluster,0.09432,0.09432,0.09432,1.0,7,True,93,0,142,751,0,"[16, 19, 37]","[0.0204, 0.0806, 0.0, 0.0, 0.0, 0.0, 0.044, 0.1481, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0769, 0.0179, 0.0, 1.0, 0.0, 0.0, 0.4444, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0833, 0.1538, 0.0, 0.0, 0.0, 0.0, 0.1121, 0.0, 1.0, 1.0, 0.1071, 0.0204, 0.1053, 0.0]"
34,34,random,0.129817,0.129817,0.129817,1.0,7,True,128,0,140,718,0,"[0, 1, 2, 3, 5, 6, 8, 9, 12, 13, 14, 16, 18, 23, 24, 25, 28, 30, 31, 33, 34, 38, 39, 41]","[0.1224, 0.0484, 0.4872, 0.069, 0.0, 0.0769, 0.0769, 0.0185, 0.0833, 0.0882, 0.0, 0.0345, 0.2, 0.7692, 0.2857, 0.12, 0.0741, 0.0, 0.1667, 0.1111, 0.0, 0.125, 0.0, 0.5833, 1.0, 0.125, 0.1111, 0.0, 0.1667, 0.0, 0.0455, 0.0667, 0.0, 0.3333, 0.1028, 0.0, 0.0, 0.0, 0.0714, 0.102, 0.0, 0.3226]"
34,34,champions,0.843813,0.843813,0.843813,1.0,8,True,832,0,140,14,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.898, 0.8548, 0.7949, 0.7931, 0.6667, 0.8077, 0.8681, 0.9074, 0.5417, 0.9118, 1.0, 0.8621, 1.0, 0.9231, 0.8929, 0.84, 0.963, 0.6667, 0.8333, 0.8889, 0.8, 0.375, 0.4, 0.9167, 1.0, 0.75, 0.5556, 1.0, 0.8333, 1.0, 0.9091, 0.8667, 0.8462, 1.0, 0.8411, 1.0, 0.0, 1.0, 0.8571, 0.8367, 0.6842, 0.7742]"
34,34,cluster,0.844828,0.844828,0.844828,1.0,13,True,833,0,136,17,0,"[0, 20, 22, 30]","[0.9592, 0.8548, 0.7949, 0.7931, 0.6667, 0.7692, 0.8681, 0.9074, 0.4167, 0.9118, 1.0, 0.8621, 1.0, 0.8462, 0.8929, 0.84, 0.963, 0.6667, 0.8333, 0.8889, 1.0, 0.375, 1.0, 0.9167, 1.0, 0.75, 0.5556, 1.0, 0.5833, 1.0, 1.0, 0.8667, 0.8462, 1.0, 0.8411, 1.0, 0.0, 1.0, 0.8571, 0.8367, 0.6842, 0.7419]"
35,35,random,0.089249,0.089249,0.089249,1.0,5,True,88,0,152,746,0,"[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 21, 29, 34, 37, 38, 39, 40, 41]","[0.102, 0.1129, 0.0769, 0.0, 0.0, 0.0385, 0.0659, 0.0556, 0.0833, 0.0588, 1.0, 0.2759, 0.1, 0.1538, 0.125, 0.16, 0.2222, 0.3333, 0.1667, 0.0, 0.0, 0.25, 0.2, 0.0, 0.0, 0.125, 0.1111, 0.0, 0.0833, 0.0769, 0.0455, 0.0667, 0.0, 0.0, 0.0374, 0.0, 0.0, 0.0556, 0.0357, 0.0816, 0.0526, 0.2258]"
35,35,champions,0.822515,0.822515,0.822515,1.0,7,True,811,0,156,19,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8163, 0.6935, 0.7179, 0.8276, 1.0, 0.9615, 0.8352, 0.8519, 0.8333, 0.8824, 1.0, 0.7931, 0.9, 0.9231, 0.8393, 0.84, 0.8889, 0.6667, 1.0, 1.0, 0.8, 0.75, 1.0, 0.9167, 1.0, 1.0, 0.8889, 0.0, 0.8333, 0.6923, 0.9091, 0.8, 0.8462, 1.0, 0.757, 0.5, 0.5, 0.9444, 0.8571, 0.7959, 1.0, 0.7097]"
35,35,cluster,0.135903,0.135903,0.135903,1.0,8,True,134,0,152,700,0,"[11, 12, 15, 26]","[0.0204, 0.129, 0.0, 0.0, 0.0, 0.0, 0.022, 0.037, 0.0417, 0.0588, 0.0, 0.1724, 1.0, 0.6923, 0.75, 1.0, 0.037, 0.1667, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.125, 1.0, 0.0, 0.0, 0.0, 0.0455, 0.0667, 0.0769, 0.0, 0.0093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2258]"
36,36,random,0.834686,0.834686,0.834686,1.0,25,True,823,0,148,15,0,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 14, 15, 16, 20, 23, 29, 30, 34, 35, 38, 39, 41]","[0.8163, 0.7903, 0.7692, 0.931, 1.0, 0.7308, 0.8571, 0.8519, 0.8333, 0.7941, 1.0, 0.8966, 0.8, 1.0, 0.8214, 0.88, 0.8148, 1.0, 0.5, 0.8889, 0.8, 0.875, 1.0, 0.8333, 1.0, 0.5, 0.7778, 1.0, 0.75, 0.8462, 0.9545, 0.8667, 0.7692, 0.6667, 0.8785, 1.0, 1.0, 0.7222, 0.8214, 0.8163, 0.8421, 0.8065]"
36,36,champions,0.841785,0.841785,0.841785,1.0,8,True,830,0,145,11,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8163, 0.8065, 0.7949, 0.8966, 1.0, 0.7692, 0.8681, 0.8519, 0.8333, 0.7941, 1.0, 0.8966, 0.8, 1.0, 0.8214, 0.84, 0.8148, 1.0, 0.6667, 1.0, 0.7, 0.875, 1.0, 0.8333, 1.0, 0.5, 0.7778, 1.0, 0.9167, 0.8462, 0.9545, 0.8667, 0.9231, 0.6667, 0.8785, 1.0, 1.0, 0.7778, 0.8214, 0.7959, 0.8421, 0.8065]"
36,36,cluster,0.103448,0.103448,0.103448,1.0,9,True,102,0,145,739,0,"[2, 20, 27, 33]","[0.0204, 0.0161, 1.0, 0.8966, 0.6667, 0.1923, 0.011, 0.0, 0.0417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0357, 0.16, 0.0741, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0769, 0.0, 0.0667, 0.0769, 1.0, 0.028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1053, 0.0]"
37,37,random,0.102434,0.102434,0.102434,1.0,4,True,101,0,158,727,0,"[0, 1, 3, 6, 7, 9, 11, 14, 15, 16, 18, 19, 20, 21, 22, 23, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41]","[0.1633, 0.0484, 0.0256, 0.0345, 0.0, 0.0, 0.0769, 0.2222, 0.0, 0.0882, 0.0, 0.0345, 0.0, 0.0, 0.0893, 0.12, 0.1111, 0.0, 0.1667, 0.2222, 0.1, 0.125, 0.2, 0.1667, 0.0, 0.25, 0.3333, 1.0, 0.1667, 0.0, 0.0909, 0.0667, 0.1538, 0.0, 0.1215, 0.0, 0.5, 0.0, 0.1071, 0.0204, 0.2105, 0.3548]"
37,37,champions,0.820487,0.820487,0.820487,1.0,9,True,809,0,159,18,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.9592, 0.7581, 0.8205, 0.7241, 1.0, 0.8846, 0.7802, 0.8704, 0.9583, 0.9412, 1.0, 0.8276, 0.8, 0.9231, 0.8571, 0.8, 0.7407, 0.8333, 1.0, 0.7778, 0.8, 0.625, 0.6, 0.8333, 1.0, 0.625, 0.7778, 1.0, 0.75, 0.7692, 0.7273, 0.7333, 0.7692, 0.6667, 0.7664, 0.75, 1.0, 0.7222, 0.8929, 0.898, 0.7895, 0.871]"
37,37,cluster,0.076065,0.076065,0.076065,1.0,3,True,75,0,158,753,0,"[8, 12, 19, 25]","[0.0408, 0.0323, 0.0256, 0.0345, 0.0, 0.0, 0.011, 0.037, 0.9583, 0.0588, 0.0, 0.0, 1.0, 0.0, 0.0, 0.04, 0.0741, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0833, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0769, 0.0455, 0.0, 0.0769, 0.0, 0.0093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1053, 0.129]"
38,38,random,0.077079,0.077079,0.077079,1.0,4,True,76,0,133,777,0,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 17, 22, 23, 24, 25, 32, 34, 38, 39]","[0.1429, 0.0484, 0.0769, 0.1034, 0.0, 0.0385, 0.0549, 0.0741, 0.0833, 0.0882, 0.0, 0.1379, 0.0, 0.1538, 0.0357, 0.08, 0.1111, 0.1667, 0.0, 0.0, 0.0, 0.0, 0.2, 0.4167, 0.75, 0.125, 0.0, 0.0, 0.1667, 0.0, 0.0, 0.0667, 0.0769, 0.0, 0.0935, 0.0, 0.0, 0.0, 0.1429, 0.0408, 0.0, 0.0323]"
38,38,champions,0.852941,0.852941,0.852941,1.0,7,True,841,0,134,11,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8571, 0.8548, 0.8974, 0.8966, 1.0, 0.8077, 0.8681, 0.9074, 0.8333, 0.7941, 1.0, 0.7586, 0.8, 1.0, 0.875, 0.8, 0.8519, 1.0, 1.0, 1.0, 0.7, 1.0, 0.6, 0.8333, 1.0, 0.625, 1.0, 0.0, 0.9167, 0.8462, 0.9545, 0.8667, 0.9231, 0.6667, 0.8224, 1.0, 1.0, 0.8889, 0.8571, 0.8367, 0.7368, 0.7742]"
38,38,cluster,0.851927,0.851927,0.851927,1.0,19,True,840,0,134,12,0,"[2, 13, 21, 29]","[0.8571, 0.8548, 0.9231, 0.8966, 1.0, 0.8077, 0.8681, 0.9074, 0.8333, 0.7941, 1.0, 0.7586, 0.8, 1.0, 0.875, 0.8, 0.8519, 1.0, 1.0, 1.0, 0.7, 1.0, 0.6, 0.8333, 1.0, 0.625, 1.0, 0.0, 0.9167, 1.0, 0.8636, 0.8667, 0.9231, 0.6667, 0.8131, 1.0, 1.0, 0.8889, 0.8571, 0.8163, 0.7368, 0.7742]"
39,39,random,0.079108,0.079108,0.079108,1.0,3,True,78,0,130,778,0,"[0, 1, 2, 3, 5, 6, 7, 8, 11, 12, 14, 15, 21, 24, 27, 29, 30, 31, 32, 34, 37, 38, 39, 40, 41]","[0.102, 0.1129, 0.1282, 0.069, 0.0, 0.0385, 0.0659, 0.0556, 0.0833, 0.0, 0.0, 0.1034, 0.1, 0.0, 0.0714, 0.12, 0.037, 0.1667, 0.3333, 0.0, 0.1, 0.125, 0.4, 0.0833, 0.25, 0.0, 0.0, 1.0, 0.0, 0.0769, 0.1364, 0.0667, 0.2308, 0.0, 0.0748, 0.0, 0.0, 0.0556, 0.1429, 0.0204, 0.0526, 0.0645]"
39,39,champions,0.850913,0.850913,0.850913,1.0,7,True,839,0,130,17,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8367, 0.7903, 0.8718, 0.8621, 0.6667, 0.8846, 0.8462, 0.8519, 0.9167, 0.8235, 1.0, 0.7586, 0.8, 0.9231, 0.7857, 0.84, 0.9259, 1.0, 0.8333, 0.8889, 1.0, 1.0, 1.0, 0.8333, 1.0, 0.875, 0.7778, 1.0, 0.9167, 0.9231, 0.9091, 0.9333, 0.7692, 1.0, 0.8598, 1.0, 1.0, 0.9444, 0.8214, 0.8571, 0.5263, 0.9032]"
39,39,cluster,0.128803,0.128803,0.128803,1.0,7,True,127,0,125,734,0,[14],"[0.0204, 0.0323, 0.0, 0.0, 0.0, 0.0385, 0.011, 0.0, 0.0417, 0.0588, 0.0, 0.069, 0.0, 0.8462, 0.9464, 0.68, 0.0741, 0.3333, 0.6667, 0.0, 0.0, 1.0, 0.4, 0.0833, 0.25, 0.0, 0.7778, 0.0, 0.0, 0.0769, 0.0909, 0.0, 0.0769, 0.0, 0.0093, 0.0, 0.0, 0.0, 0.0714, 0.0204, 0.0, 0.0323]"
40,40,random,0.079108,0.079108,0.079108,1.0,4,True,78,0,132,776,0,"[0, 1, 2, 4, 6, 8, 9, 11, 14, 15, 17, 19, 21, 22, 23, 29, 30, 32, 34, 37, 38, 39, 41]","[0.0816, 0.129, 0.1026, 0.0, 0.3333, 0.0385, 0.0659, 0.0, 0.0833, 0.1471, 0.0, 0.2414, 0.0, 0.0, 0.0536, 0.12, 0.0, 0.3333, 0.0, 0.1111, 0.2, 0.125, 0.2, 0.0833, 0.0, 0.125, 0.0, 0.0, 0.0, 0.0769, 0.1818, 0.0, 0.0769, 0.0, 0.0935, 0.0, 0.0, 0.0556, 0.1786, 0.0408, 0.0, 0.0323]"
40,40,champions,0.85497,0.85497,0.85497,1.0,8,True,843,0,135,8,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8367, 0.9032, 0.7179, 0.7931, 1.0, 0.8846, 0.8352, 0.8148, 0.875, 0.8235, 0.0, 0.7586, 0.9, 0.8462, 0.8929, 0.92, 0.7778, 0.8333, 0.8333, 0.8889, 0.9, 1.0, 0.6, 0.8333, 1.0, 0.75, 0.8889, 1.0, 0.8333, 0.9231, 0.9091, 0.9333, 1.0, 1.0, 0.8972, 0.5, 1.0, 0.8889, 0.8214, 0.9184, 0.7368, 0.871]"
40,40,cluster,0.110548,0.110548,0.110548,1.0,8,True,109,0,131,746,0,"[8, 18, 28, 40]","[0.0, 0.0484, 0.0256, 0.0, 0.0, 0.0385, 0.011, 0.0185, 1.0, 0.1471, 0.0, 0.1034, 0.0, 0.0, 0.0536, 0.04, 0.037, 0.3333, 1.0, 0.1111, 0.5, 0.25, 0.4, 0.0, 0.0, 0.125, 0.0, 0.0, 1.0, 0.0769, 0.0909, 0.0667, 0.3846, 0.0, 0.0467, 0.0, 0.5, 0.1111, 0.0714, 0.0204, 0.7368, 0.0]"
41,41,random,0.848884,0.848884,0.848884,1.0,18,True,837,0,137,12,0,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 13, 16, 17, 18, 21, 23, 28, 30, 31, 34, 37, 39, 41]","[0.8776, 0.8226, 0.8462, 0.8966, 1.0, 0.6538, 0.9011, 0.8889, 0.8333, 0.7941, 1.0, 0.8621, 0.8, 0.8462, 0.7321, 0.96, 0.8889, 1.0, 0.8333, 0.7778, 0.8, 0.875, 1.0, 0.9167, 1.0, 0.875, 0.7778, 1.0, 0.8333, 1.0, 0.9545, 0.8, 0.8462, 1.0, 0.8131, 0.75, 0.5, 0.9444, 0.6786, 0.8776, 1.0, 0.8387]"
41,41,champions,0.858012,0.858012,0.858012,1.0,8,True,846,0,134,6,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8776, 0.8226, 0.8205, 0.8966, 1.0, 0.8077, 0.8901, 0.8889, 0.7917, 0.7941, 1.0, 0.8621, 0.8, 0.8462, 0.75, 0.96, 0.8889, 0.8333, 1.0, 0.7778, 0.8, 0.875, 1.0, 0.9167, 1.0, 0.875, 0.7778, 1.0, 0.9167, 1.0, 0.9091, 0.8, 0.9231, 1.0, 0.8411, 0.75, 0.5, 0.9444, 0.75, 0.898, 1.0, 0.8387]"
41,41,cluster,0.84787,0.84787,0.84787,1.0,27,True,836,0,138,12,0,"[31, 32, 33, 41]","[0.8776, 0.8065, 0.8205, 0.8966, 1.0, 0.6538, 0.8901, 0.8889, 0.7917, 0.7941, 1.0, 0.8621, 0.8, 0.8462, 0.7321, 0.96, 0.8889, 0.8333, 0.8333, 0.7778, 0.8, 0.875, 1.0, 0.9167, 1.0, 0.875, 0.7778, 1.0, 0.8333, 1.0, 0.9091, 1.0, 1.0, 1.0, 0.7944, 0.75, 0.5, 0.9444, 0.6786, 0.8776, 1.0, 0.9032]"
42,42,random,0.821501,0.821501,0.821501,1.0,26,True,810,0,165,11,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 15, 16, 19, 20, 23, 26, 28, 29, 32, 34, 38, 39, 41]","[0.7347, 0.8548, 0.6667, 0.8276, 1.0, 0.9231, 0.8352, 0.8889, 0.75, 0.7941, 1.0, 0.7241, 0.9, 0.8462, 0.8214, 0.92, 0.8148, 0.6667, 0.6667, 1.0, 0.7, 1.0, 0.8, 0.75, 0.75, 0.875, 0.8889, 1.0, 0.75, 1.0, 0.8636, 0.8, 0.8462, 1.0, 0.7944, 0.75, 1.0, 0.8333, 0.7857, 0.898, 0.8421, 0.7742]"
42,42,champions,0.829615,0.829615,0.829615,1.0,8,True,818,0,160,8,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.7347, 0.8387, 0.641, 0.7931, 1.0, 0.9231, 0.8352, 0.9074, 0.75, 0.7941, 1.0, 0.7241, 0.9, 0.9231, 0.8214, 0.92, 0.8148, 0.8333, 0.6667, 1.0, 0.7, 1.0, 0.8, 0.75, 0.75, 0.875, 0.8889, 1.0, 0.8333, 1.0, 0.9545, 0.8, 0.8462, 1.0, 0.8224, 0.75, 1.0, 0.8889, 0.75, 0.898, 0.8421, 0.8387]"
42,42,cluster,0.097363,0.097363,0.097363,1.0,7,True,96,0,163,727,0,[1],"[0.0204, 0.9516, 0.0769, 0.0, 0.0, 0.0385, 0.0, 0.0, 0.0, 0.0294, 0.0, 0.069, 0.0, 0.0, 0.0357, 0.0, 0.1481, 0.1667, 0.0, 0.0, 0.1, 0.125, 0.0, 0.0833, 0.0, 0.25, 0.1111, 0.0, 0.0, 0.0769, 0.0455, 0.0, 0.0, 1.0, 0.0187, 0.0, 0.5, 0.0, 0.0357, 0.0816, 0.1579, 0.0]"
